DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,MOSTREL_CCITENSHIP,TYPE_RES_PERMIT_REASON,TYPE_RES_PERMIT,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_MOSTREL_CCITENSHIP,NOTE_TYPE_RES_PERMIT_REASON,NOTE_TYPE_RES_PERMIT,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2023,3727706,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,99,2024,3607160,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2015,441288,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2016,449822,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2017,409983,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2018,420656,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2019,423033,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2020,410300,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2021,379473,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2022,414601,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2023,442244,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,1,2024,434258,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2015,285635,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2016,280476,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2017,263589,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2018,255133,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2019,242866,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2020,244604,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2021,228869,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2022,238417,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,ITC,RESPER,1,WORLD,ALL,TOTAL,TOTAL,2,2023,235118,,,,,,,,,,,,,
