"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","POSIZPROF","Professional status","CARATT_OCC","Temporary employees","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",1596.05,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",1635.848,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",1611.822,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",1605.313,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",1536.405,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",1496.73,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",1542.768,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",1578.016,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",1528.107,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",1551.358,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",1602.465,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",1599.768,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",1481.469,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",1515.872,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",1586.393,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",1621.698,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",1581.14,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",1615.796,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",1628.747,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",1584.178,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",1535.659,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",1589.694,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",1614.156,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",1659.561,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",547.728,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",540.442,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",563.272,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",546.287,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",540.911,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",540.822,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",540.996,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",539.474,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",545.817,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",536.999,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",552.756,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",584.685,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",583.423,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",522.426,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",548.885,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",553.187,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",586.528,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",575.201,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",592.038,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",594.386,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",577.117,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",561.087,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",593.704,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",580.822,,
"ITCD","Nord","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",598.079,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",403.464,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",406.65,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",398.792,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",402.12,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",406.296,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",381.495,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",364.876,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",396.71,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",392.229,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",372.164,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",383.681,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",401.198,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",387.264,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",366.122,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",379.536,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",395.231,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",393.836,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",410.104,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",421.054,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",398.831,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",374.803,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",373.921,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",384.1,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",385.266,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",405.769,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",215.335,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",206.099,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",222.269,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",217.147,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",215.824,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",198.881,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",188.89,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",186.791,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",209.903,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",209.942,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",189.141,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",178.087,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",173.489,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",189.489,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",171.987,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",200.328,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",194.759,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",180.553,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",169.114,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",187.735,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",174.947,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",154.825,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",171.783,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",185.706,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",181.643,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",1241.485,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",1224.652,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",1256.049,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",1237.757,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",1247.482,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",1163.353,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",1116.31,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",1201.954,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",1181.989,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",1153.158,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",1209.173,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",1278.891,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",1274.972,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",1106.206,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",1196.08,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",1242.532,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",1291.875,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",1236.386,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",1283.762,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",1308.034,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",1287.383,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",1233.266,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",1254.331,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",1304.88,,
